ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0035418,protein localization to synapse,50,-0.569611681147658,-1.56054525540764,0.00955158293711232,0.0615034226274078,0.0330602139384684,1761,"tags=46%, list=18%, signal=38%",9211/1741/28964/3800/9369/4884/3798/5604/81831/27445/51201/50944/8927/9912/10439/2066/23136/9378/8766/27065/56850/4130/27067,0.380730400722792
GO:0045581,negative regulation of T cell differentiation,23,0.59028760716158,1.55999710686719,0.0279753889338564,0.122084944468329,0.0656248743625261,733,"tags=22%, list=8%, signal=20%",3956/301/4192/865/84695,0.352487857583619
GO:0002819,regulation of adaptive immune response,82,0.458960482389366,1.5599899955063,0.00240001984955817,0.0234188512002172,0.0125884413874443,1852,"tags=29%, list=19%, signal=24%",196/3133/3956/301/54209/3106/54440/64332/84695/3592/3105/7855/3107/8772/121260/975/6046/113/3965/7040/3665/567/2302/84861,0.431707695803346
GO:0033044,regulation of chromosome organization,170,0.416708585524941,1.55995468013679,0.000271541414282375,0.00523244186425398,0.0028126182261562,1917,"tags=32%, list=20%, signal=26%",86/1663/7157/10783/9212/9319/4609/8110/9274/4000/1017/332/83903/23397/10460/9555/11130/4798/10403/7517/5347/7756/9700/2237/4751/6599/6605/891/26277/6598/4926/29117/10051/9031/147841/6603/7175/100134934/6602/8899/9918/26271/3183/23137/55755/9735/9787/60/4085/5371/983/84861/92345/8881/908,0.49849310876659
GO:0007340,acrosome reaction,12,-0.735374478032374,-1.55994130687554,0.025054525841304,0.114302809784111,0.0614417081814045,1476,"tags=50%, list=15%, signal=42%",22999/6812/10497/5864/55521/23236,0.352487857583619
GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,14,-0.716510137342974,-1.55987334132413,0.0461981375594696,0.171881214467055,0.0923920894079212,2526,"tags=86%, list=26%, signal=63%",1193/444/9446/287/84502/477/808/488/2281/56704/801/805,0.321775918075361
GO:0098935,dendritic transport,11,-0.748920562465215,-1.55967131179641,0.0225642379759519,0.107594445489849,0.0578357306720057,1647,"tags=64%, list=17%, signal=53%",3800/57576/3798/5813/90990/22920/27067,0.352487857583619
GO:0051955,regulation of amino acid transport,15,-0.711961455237657,-1.55909669760193,0.0167731805473326,0.0877110556502398,0.0471477218777353,1299,"tags=53%, list=13%, signal=46%",477/6812/10550/84062/2917/22930/8564/124935,0.352487857583619
GO:0046649,lymphocyte activation,303,0.39034061077681,1.55902251348307,1.66614135212606e-05,0.000732002475405143,0.000393476613277098,1329,"tags=21%, list=14%, signal=19%",4323/86/3955/678/11119/196/4609/3133/25800/677/3956/301/5914/57045/54209/79155/4192/23397/6774/80381/10758/960/10385/4773/54440/2150/718/865/11221/64332/5130/84695/9976/8451/3592/3958/11314/3105/3113/8772/6599/55824/26022/6605/2175/4242/6598/7412/121260/10451/29117/975/6046/10051/1316/3485/23513/1650/7494/9021/6688/6603/6602/864/80031,0.575610261071129
GO:0032332,positive regulation of chondrocyte differentiation,10,0.714470151296271,1.55818138568053,0.0421225798769335,0.163379859449136,0.087822317456172,457,"tags=30%, list=5%, signal=29%",55553/6662/4017,0.321775918075361
GO:0007610,behavior,188,-0.473995924449169,-1.55802972797468,0.00095586487226546,0.0124115377260315,0.00667163021176514,1409,"tags=29%, list=15%, signal=25%",2821/10499/22924/6326/9293/2894/477/84687/5594/10636/5728/10888/80823/222236/123041/4862/8648/10347/2911/51185/84062/5923/50944/4185/2925/729956/814/23542/23596/11245/5532/6505/153/26047/793/1141/9572/1272/8867/9378/6529/4985/10769/26470/55450/114781/84446/22876/4130/6310/6833/65009/3737/23236/5413,0.477270815362862
GO:0141005,transposable element silencing by heterochromatin formation,10,0.714324614708582,1.55786398627418,0.0421225798769335,0.163379859449136,0.087822317456172,8,"tags=10%, list=0%, signal=10%",90853,0.321775918075361
GO:0032252,secretory granule localization,14,-0.715443011832531,-1.55755016325751,0.0467322141605444,0.172603365934053,0.0927802707639335,2088,"tags=79%, list=22%, signal=62%",8938/8499/547/80128/3798/6812/23025/10497/4133/5864/93664,0.321775918075361
GO:0032253,dense core granule localization,14,-0.715443011832531,-1.55755016325751,0.0467322141605444,0.172603365934053,0.0927802707639335,2088,"tags=79%, list=22%, signal=62%",8938/8499/547/80128/3798/6812/23025/10497/4133/5864/93664,0.321775918075361
GO:0071364,cellular response to epidermal growth factor stimulus,33,0.546631439505961,1.5571113902875,0.0153292343832824,0.0823019963071902,0.044240165656508,1116,"tags=30%, list=12%, signal=27%",678/8837/677/6662/5782/90417/790/2064/2353/5469,0.380730400722792
GO:0045620,negative regulation of lymphocyte differentiation,25,0.572528364408456,1.55608052648119,0.0350227644621244,0.144614546017774,0.077735313348749,733,"tags=20%, list=8%, signal=19%",3956/301/4192/865/84695,0.321775918075361
GO:0071479,cellular response to ionizing radiation,42,0.523745153369875,1.55598764988457,0.0110549078695317,0.0676629938845898,0.0363711962355891,1884,"tags=36%, list=19%, signal=29%",1936/7157/641/1535/10413/1410/375757/85456/10010/7040/3428/672/580/10635/3297,0.380730400722792
GO:0071391,cellular response to estrogen stimulus,10,0.713422744836386,1.55589710655974,0.0421225798769335,0.163379859449136,0.087822317456172,549,"tags=30%, list=6%, signal=28%",6667/5914/367,0.321775918075361
GO:0090313,regulation of protein targeting to membrane,16,-0.712145401535011,-1.55568328590848,0.0144446357776634,0.0793527518746478,0.0426548449096064,1739,"tags=50%, list=18%, signal=41%",288/9270/3208/23255/11261/9847/2039/5058,0.380730400722792
GO:1903533,regulation of protein targeting,16,-0.712145401535011,-1.55568328590848,0.0144446357776634,0.0793527518746478,0.0426548449096064,1739,"tags=50%, list=18%, signal=41%",288/9270/3208/23255/11261/9847/2039/5058,0.380730400722792
GO:0030098,lymphocyte differentiation,167,0.412732852082155,1.55473098392019,0.000555230015545576,0.00864601721624477,0.00464753287985886,1311,"tags=20%, list=14%, signal=18%",4323/86/3955/678/677/3956/301/5914/4192/23397/6774/10758/865/11221/64332/84695/8772/6599/26022/6605/2175/4242/6598/7412/29117/6046/10051/1316/7494/9021/6688/6603/6602/864,0.477270815362862
GO:0072673,lamellipodium morphogenesis,11,0.708889273356812,1.55439406200517,0.0267908000019256,0.119132956805191,0.0640380790344306,532,"tags=36%, list=5%, signal=34%",10630/4650/6239/960,0.352487857583619
GO:0099518,vesicle cytoskeletal trafficking,39,-0.583101317524687,-1.55424370656386,0.0144515973162374,0.0793527518746478,0.0426548449096064,2002,"tags=44%, list=21%, signal=35%",5048/26258/118426/8499/547/1780/80128/3798/10947/55614/5604/84062/4133/1176/55088/11127/22920,0.380730400722792
GO:1901655,cellular response to ketone,58,0.486163207619251,1.55407120918125,0.0147988021261417,0.080478021871544,0.0432597163988127,588,"tags=21%, list=6%, signal=20%",4323/6667/6909/196/8837/347862/3625/1535/653361/367/358/11335,0.380730400722792
GO:1900016,negative regulation of cytokine production involved in inflammatory response,18,0.626748326246331,1.5530418080248,0.0322476223254796,0.135138993260699,0.0726418764642376,3298,"tags=83%, list=34%, signal=55%",54209/6774/5970/3551/3162/215/113/2146/4792/7538/2048/11006/29108/55198/5465,0.321775918075361
GO:0007000,nucleolus organization,10,0.712051636187652,1.5529068683107,0.0421225798769335,0.163379859449136,0.087822317456172,949,"tags=40%, list=10%, signal=36%",1663/6223/23133/6839,0.321775918075361
GO:0045596,negative regulation of cell differentiation,298,0.386921159735681,1.55279606478636,3.39965158383144e-05,0.00120742124442046,0.000649030622185302,1329,"tags=24%, list=14%, signal=22%",7422/86/9037/678/55553/182/3690/25937/7130/8359/23493/8324/10541/5725/8365/4609/8994/4057/283659/677/3956/301/9274/5914/8363/28951/6662/54209/8366/54756/10979/4192/56896/117854/655/9444/4773/8361/811/714/2202/338773/388585/865/11221/2047/10221/10252/84695/10413/6599/26022/27031/6760/19/429/4087/706/463/65980/5469/57609/1021/55365/1289/11173/7494/58516/7114/8368/6602/864/80031,0.557332238758646
GO:0009152,purine ribonucleotide biosynthetic process,97,-0.507343944178793,-1.55270038295611,0.00618166851287847,0.0460081854044923,0.0247309887387538,2110,"tags=40%, list=22%, signal=32%",4729/4722/4723/159/29922/134145/9061/5071/521/93974/513/6391/115/509/26289/84833/108/5604/4715/498/10632/55967/4711/226/9060/4725/4698/347736/2977/374291/527/4706/2983/65018/4714/516/4719/9556/107,0.407017918923954
GO:0070316,regulation of G0 to G1 transition,27,0.566224372178071,1.55253435643175,0.0408437585155981,0.160762985521471,0.0864156573354387,2201,"tags=56%, list=23%, signal=43%",86/8110/9274/6599/6605/6598/29117/6240/6603/6602/1030/60/6604/8289/1111,0.321775918075361
GO:1905332,positive regulation of morphogenesis of an epithelium,11,0.707977116632195,1.55239395980352,0.0271876935369559,0.119887217059513,0.0644435199726404,445,"tags=36%, list=5%, signal=35%",7422/6662/6608/4192,0.352487857583619
GO:0036294,cellular response to decreased oxygen levels,94,0.436614750295823,1.55110007901374,0.0058031880703617,0.0440039914944452,0.0236536652889397,1130,"tags=27%, list=12%, signal=24%",7422/7157/10397/8614/4609/8837/677/3654/4000/595/26608/54209/56901/6774/4921/655/358/6781/4841/891/6839/2034/7009/2353/665,0.407017918923954
GO:0044057,regulation of system process,235,-0.46334265779747,-1.55094318611654,0.000422916980185503,0.00704281828094703,0.00378575807900007,1369,"tags=26%, list=14%, signal=23%",1131/5590/477/5728/6508/808/55799/57578/4760/23175/2911/3760/84866/5604/781/6330/50944/10497/1408/11343/84193/388591/79068/6785/6327/3680/844/23542/488/30819/6804/6505/2185/153/5800/785/728215/6714/2281/9378/816/56704/491/782/801/659/7220/5144/112755/7341/6324/805/9699/6833/2257/5530/490/27086/57731/784/5058,0.49849310876659
GO:0022404,molting cycle process,16,0.626910170323595,1.54976220103203,0.0366292611010441,0.148916649177655,0.0800478423881924,1041,"tags=25%, list=11%, signal=22%",6662/3065/5154/4926,0.321775918075361
GO:0022405,hair cycle process,16,0.626910170323595,1.54976220103203,0.0366292611010441,0.148916649177655,0.0800478423881924,1041,"tags=25%, list=11%, signal=22%",6662/3065/5154/4926,0.321775918075361
GO:1901991,negative regulation of mitotic cell cycle phase transition,120,0.430731395521268,1.54963308142273,0.00117441179650689,0.0142414304059169,0.00765526073015013,1852,"tags=37%, list=19%, signal=30%",678/7157/9212/9319/641/677/7465/595/1017/332/83903/55159/4582/11130/10926/163859/63967/10403/7517/5347/7756/79027/891/80279/29117/147841/144455/1263/7175/8899/51499/26271/10263/1030/51343/5591/55755/9735/4085/5933/672/580/983/84861,0.45505986738723
GO:0007266,Rho protein signal transduction,82,0.455787462992431,1.54920501792175,0.00260721237543896,0.0247802617665595,0.0133202465888236,1184,"tags=30%, list=12%, signal=27%",10630/2149/9423/9289/4650/257106/348/10979/64787/395/2150/85440/6091/6093/391/9138/19/2064/392/56882/5364/23677/6242/4804/57572,0.431707695803346
GO:0051093,negative regulation of developmental process,431,0.376734716528183,1.54892653058382,8.53651147025473e-07,7.50501633426561e-05,4.03420549658894e-05,1329,"tags=24%, list=14%, signal=22%",7422/86/9037/678/55553/6909/182/3690/25937/6159/7130/8359/23493/8324/10541/5725/8365/4609/8837/8994/4057/283659/6132/677/3956/301/6170/6157/3488/9274/5914/8363/28951/6156/22846/6662/54209/348/8366/54756/10979/4192/25873/4017/3065/56896/117854/655/9444/4773/8361/811/714/22905/2202/2969/338773/388585/865/6161/11221/2047/10221/10252/84695/8451/6093/10413/6147/6134/5970/6599/26022/7057/27031/6760/19/56999/3339/429/10493/4087/706/463/65980/57556/5469/57609/1021/55365/6142/10516/1289/11173/7494/6678/58516/55841/6688/7114/8368/6602/864/80031,0.659444398037935
GO:0000902,cell morphogenesis,465,-0.440391576459421,-1.54831558159855,7.77086263053896e-06,0.000409576732765477,0.000220161640295632,1292,"tags=25%, list=13%, signal=23%",5306/23390/7070/5728/80823/577/65082/9706/6812/26230/284656/2823/5747/5604/137970/144402/998/9890/1496/84062/4135/4858/10154/6049/9024/333/26999/56920/4983/90249/2932/50944/9344/79955/23025/226/6586/2620/92211/25791/9912/65059/10505/10486/4133/5921/10439/4659/23542/10079/8543/5532/26128/57463/2185/1016/55785/26047/9331/23032/90990/1951/5800/1141/5064/8522/6710/5864/6714/64218/1272/9693/53335/23136/1946/22865/9378/816/10653/59277/133418/8314/322/8997/170961/84446/659/2051/2039/51466/3708/26050/51062/2044/9746/54014/10479/5797/4649/4130/9353/8941/6324/1006/9699/10501/57142/9743/8506/56990/7533/285220/57731/27020/27067/5058/23077,0.593325476396405
GO:0019058,viral life cycle,154,0.412813906719339,1.54822271309919,0.000714686049562017,0.0101891051660531,0.00547699594983444,1960,"tags=32%, list=20%, signal=26%",3838/5125/3690/56829/4057/79720/7706/3956/8812/348/8091/9235/950/117854/1605/4684/6510/10410/4940/79581/6598/85363/682/4774/975/10581/949/8829/388419/23601/9189/3304/3576/6404/3609/5094/4627/23137/3965/290/5119/3428/90861/983/79643/60489/2494/10318/91782/5034,0.477270815362862
GO:0034390,smooth muscle cell apoptotic process,11,-0.743361463406539,-1.54809415961793,0.0237288280461203,0.109918391168636,0.0590849317414733,3,"tags=9%, list=0%, signal=9%",6416,0.352487857583619
GO:0061909,autophagosome-lysosome fusion,18,-0.674835927560051,-1.54680632371962,0.0233883432268531,0.109861338447295,0.0590542639331995,1237,"tags=33%, list=13%, signal=29%",65082/84937/5862/8396/55207/23400,0.352487857583619
GO:0010948,negative regulation of cell cycle process,189,0.407791373265984,1.54612439377365,0.000340795451283912,0.00599232001840879,0.00322107897956363,1852,"tags=35%, list=19%, signal=29%",678/7157/5982/3014/9212/9319/641/677/7465/595/1017/332/83903/55159/4582/9555/11130/10926/22809/163859/81620/655/338657/63967/1407/10403/7517/5347/7756/84444/9700/9675/4751/79027/891/79968/80279/29117/9031/147841/144455/1263/7175/7114/8899/51499/5984/26271/10263/1030/51343/84126/5983/5591/55755/2177/151636/9735/146956/51053/4085/5933/672/580/983/84861,0.49849310876659
GO:0001942,hair follicle development,15,0.647526682767702,1.54556460622783,0.040260626970382,0.159530371657288,0.0857530848099992,1041,"tags=27%, list=11%, signal=24%",6662/3065/5154/4926,0.321775918075361
GO:0009914,hormone transport,123,-0.486579994080544,-1.54524780229242,0.00263004258847863,0.024885156330448,0.0133766310398833,1208,"tags=26%, list=12%, signal=23%",222183/9066/117247/4760/23428/2781/79751/2029/9024/781/1408/226/65985/25924/11069/8655/5532/6804/7260/9572/2775/5864/80223/1946/6447/3767/2044/9699/6833/133308/5567/22841,0.431707695803346
GO:0034728,nucleosome organization,76,0.473400675999335,1.54488082046256,0.00325325717144901,0.0289026216073996,0.0155361573861,1630,"tags=58%, list=17%, signal=49%",8970/8342/8344/3014/8359/8365/8343/8347/3021/8363/8341/6662/8350/3006/8366/3148/9555/3008/8339/8349/3007/8361/8346/54107/8968/6599/6605/3005/8888/6418/1106/8345/6603/8368/6602/3009/132660/8355/11177/29028/4678/8360/8356/8354,0.431707695803346
GO:0141156,cAMP/PKA signal transduction,33,-0.599544473252738,-1.54462509359354,0.017587766860381,0.0901827170726707,0.0484763252613885,1095,"tags=27%, list=11%, signal=24%",10846/5143/5141/5153/9378/5573/27115/5144/5138,0.352487857583619
GO:0035640,exploration behavior,10,0.707990258634036,1.54404944733547,0.044399416073151,0.167890265079478,0.0902468162680793,589,"tags=30%, list=6%, signal=28%",7846/348/9775,0.321775918075361
GO:0002456,T cell mediated immunity,46,0.499901665675724,1.54377624981262,0.0101220765097082,0.0635642304627511,0.0341679693285263,1095,"tags=26%, list=11%, signal=23%",182/196/11118/3133/3106/64332/3592/3105/7855/3107/8772/975,0.380730400722792
GO:0030174,regulation of DNA-templated DNA replication initiation,10,0.707857938413194,1.5437608713821,0.044399416073151,0.167890265079478,0.0902468162680793,1747,"tags=60%, list=18%, signal=49%",81620/4171/8451/4172/4174/51053,0.321775918075361
GO:0032609,type II interferon production,46,0.499882333307116,1.5437165483682,0.0101220765097082,0.0635642304627511,0.0341679693285263,860,"tags=22%, list=9%, signal=20%",11119/11118/5914/80381/2150/3592/3105/3113/7855/8772,0.380730400722792
GO:0032649,regulation of type II interferon production,46,0.499882333307116,1.5437165483682,0.0101220765097082,0.0635642304627511,0.0341679693285263,860,"tags=22%, list=9%, signal=20%",11119/11118/5914/80381/2150/3592/3105/3113/7855/8772,0.380730400722792
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,17,-0.681918065177076,-1.54321040654097,0.0408941951404465,0.160762985521471,0.0864156573354387,1615,"tags=53%, list=17%, signal=44%",84502/477/808/844/2281/56704/801/5144/805,0.321775918075361
GO:1903039,positive regulation of leukocyte cell-cell adhesion,114,0.438266262949387,1.54304533210047,0.00119960588337617,0.0144226120451494,0.0077526521190983,1311,"tags=25%, list=14%, signal=22%",86/3133/3654/301/5914/4192/80381/960/3037/865/11221/64332/3592/3105/3113/8772/5970/6599/6605/6598/7412/29117/975/6046/3485/7494/6603/6602/864,0.45505986738723
GO:1903037,regulation of leukocyte cell-cell adhesion,156,0.421823326374655,1.54301476758174,0.000403228462652977,0.00681972774642283,0.00366583921133481,1311,"tags=24%, list=14%, signal=21%",86/3133/3956/3654/301/5914/57045/4192/80381/960/3037/10385/865/11221/64332/84695/3592/3958/11314/3105/3113/8772/5970/6599/55824/6605/6598/7412/29117/975/6046/3485/23513/7494/6603/6602/864,0.49849310876659
GO:0048762,mesenchymal cell differentiation,129,0.425011623477731,1.54246122052566,0.0015656438476696,0.0173868869399097,0.00934605225858152,822,"tags=22%, list=8%, signal=20%",7422/10630/9037/182/25937/23493/7041/8828/25800/2670/6662/8091/54756/10979/4192/4017/2305/3037/655/9444/81610/84172/80709/4684/10252/84695/6093/3182,0.45505986738723
GO:0010965,regulation of mitotic sister chromatid separation,43,0.502193285586603,1.54224207089873,0.0168350896970771,0.0879258397545364,0.0472631757522562,1889,"tags=49%, list=19%, signal=39%",9212/9319/332/83903/11130/10403/7517/5347/7756/9700/891/147841/7175/8899/26271/55755/9735/9787/4085/84861/8881,0.352487857583619
GO:0042060,wound healing,180,0.403042018135694,1.54170244922849,0.000914907690858748,0.0120277584281119,0.00646533558372075,1398,"tags=27%, list=14%, signal=24%",7422/10630/2149/51330/308/3690/8761/9289/8324/114897/6239/1608/301/27346/81542/6281/389/348/10979/196527/5154/4921/302/977/1605/960/79026/2150/780/928/83706/10413/1398/7057/2064/2246/3162/10451/5328/26509/79001/5329/949/1289/7494/94121/199731/71/2335,0.477270815362862
GO:0047496,vesicle transport along microtubule,33,-0.598302287971917,-1.54142481297843,0.0183469382155506,0.0931697704808946,0.050081969638609,2002,"tags=45%, list=21%, signal=36%",5048/26258/118426/547/1780/80128/3798/10947/55614/5604/84062/4133/1176/11127/22920,0.352487857583619
GO:0006730,one-carbon metabolic process,17,0.629541275947089,1.54112562690802,0.0460649409099345,0.171574625454478,0.0922272872243355,2083,"tags=65%, list=21%, signal=51%",6472/2356/10797/25902/6470/191/4522/7298/441024/160428/4144,0.321775918075361
GO:0055078,sodium ion homeostasis,10,-0.765490253313746,-1.54099479683791,0.0251683410299587,0.114477328169368,0.0615355178411972,1299,"tags=40%, list=13%, signal=35%",477/54997/11261/133308,0.352487857583619
GO:0022618,protein-RNA complex assembly,149,0.415981759417413,1.54095250901384,0.000784998253546433,0.0109201662905898,0.0058699665545063,2612,"tags=42%, list=27%, signal=31%",6223/8662/26835/23450/2197/6626/1660/338657/6209/6631/27161/9343/7536/9169/6628/25980/115416/25804/51690/29960/192669/10291/6433/51639/83443/10992/3692/8899/8664/6194/2597/23212/10262/9129/8175/7919/84844/5591/10772/84811/50628/10658/92345/10492/27341/6632/10713/11325/6936/11066/22889/29997/9733/6426/55954/8575/10078/387338/6633/81554/23521/196074,0.477270815362862
GO:0060326,cell chemotaxis,123,0.423216797477594,1.54057535835007,0.00126781388592272,0.0149864834694507,0.00805575248530265,1622,"tags=32%, list=17%, signal=27%",7422/9037/4313/6223/5479/7130/301/4814/84818/58191/4192/196527/3148/54210/811/4363/2150/718/2047/79890/3592/3958/391/7057/30817/682/2246/7412/83700/1652/6688/7114/1435/8829/3315/3576/5880/7423/3965,0.45505986738723
GO:0071499,cellular response to laminar fluid shear stress,19,-0.657746805660821,-1.53981309566777,0.0397660975501951,0.157718920734796,0.0847793673731759,355,"tags=16%, list=4%, signal=15%",5573/107/5567,0.321775918075361
GO:2000630,positive regulation of miRNA metabolic process,35,0.532555350620019,1.53874376630695,0.013934003744056,0.0779860687001542,0.0419202054992343,2384,"tags=54%, list=25%, signal=41%",7157/4609/6774/367/4854/8862/5970/2353/4804/6688/7040/4089/2247/4086/6720/57591/3569/7042/7003,0.380730400722792
GO:0051899,membrane depolarization,43,-0.565612715798795,-1.53771464939529,0.0141262387047247,0.0785174638924193,0.0422058487690176,1919,"tags=42%, list=20%, signal=34%",776/287/288/54795/93974/6323/477/10962/610/781/6330/6327/2273/1141/6714/6324/7533/6334,0.380730400722792
GO:0036303,lymph vessel morphogenesis,12,0.6748743785718,1.53730237029234,0.0437234380195248,0.166593157674067,0.0895495762366773,338,"tags=25%, list=3%, signal=24%",7422/10630/22846,0.321775918075361
GO:0044458,motile cilium assembly,39,-0.576542553352843,-1.5367614652611,0.0168826414675938,0.0879564777694394,0.0472796447434777,900,"tags=13%, list=9%, signal=12%",84071/123872/8655/7419/23639,0.352487857583619
GO:0006164,purine nucleotide biosynthetic process,118,-0.489383308323029,-1.53673867622713,0.00430906008730146,0.0351046980085177,0.018869987666178,2110,"tags=39%, list=22%, signal=31%",4729/4722/4723/159/29922/23057/134145/9061/5071/521/93974/513/5636/6391/115/509/26289/5634/9497/84833/108/5604/4715/498/10632/55967/54981/4711/226/133686/9060/4725/4698/347736/2977/374291/8564/527/4706/2983/65018/4714/516/4719/9556/107,0.407017918923954
GO:0048854,brain morphogenesis,12,0.674437419696884,1.53630701777125,0.0445112265910804,0.168162377989578,0.0903930863558084,388,"tags=17%, list=4%, signal=16%",7846/6608,0.321775918075361
GO:0046488,phosphatidylinositol metabolic process,103,-0.493293991665045,-1.53628485486097,0.00948084434889553,0.0614135951587606,0.0330119285715057,1838,"tags=30%, list=19%, signal=25%",66036/5291/160851/8821/253558/79837/8776/54965/5728/3706/9651/7405/22979/3631/59338/54545/285172/8396/5295/8395/3632/5332/27124/55529/8867/9600/23228/22876/23236/23167/83394,0.380730400722792
GO:0061025,membrane fusion,111,-0.489291531819525,-1.53618024696881,0.00421055089792921,0.0345691143759946,0.0185820929650909,1237,"tags=25%, list=13%, signal=22%",65082/9066/57132/26059/6812/7405/5877/84286/84937/5862/8396/64225/22895/6804/310/57531/8448/5864/8774/112476/11261/55207/9847/80124/51062/112755/23400/6861,0.407017918923954
GO:0032373,positive regulation of sterol transport,18,0.619545402332903,1.53519342852521,0.0382272333054895,0.153455116234644,0.08248742518614,942,"tags=33%, list=10%, signal=30%",9388/54209/348/302/5360/19,0.321775918075361
GO:0032376,positive regulation of cholesterol transport,18,0.619545402332903,1.53519342852521,0.0382272333054895,0.153455116234644,0.08248742518614,942,"tags=33%, list=10%, signal=30%",9388/54209/348/302/5360/19,0.321775918075361
GO:0001911,negative regulation of leukocyte mediated cytotoxicity,15,0.643140674190351,1.53509575637165,0.0415387303694041,0.162760856229234,0.087489581845627,1964,"tags=47%, list=20%, signal=37%",3133/3106/3105/1398/3965/7040/100507436,0.321775918075361
GO:0050886,endocrine process,31,0.543864180788703,1.53419915094992,0.0183310592250247,0.0931697704808946,0.050081969638609,1139,"tags=39%, list=12%, signal=34%",2149/5125/64855/114897/3625/1535/2587/2150/1407/51762/706/1889,0.352487857583619
GO:1903706,regulation of hemopoiesis,195,0.399897811763298,1.53407042342663,0.00082370234747755,0.0112129803430815,0.00602736422127047,1884,"tags=32%, list=19%, signal=26%",4323/86/678/7130/8359/8365/4609/4057/677/3956/301/5914/8363/54209/8366/4192/6774/3148/9444/8361/3106/714/865/11221/64332/10221/84695/8772/6599/6605/2175/6598/29117/6046/23186/5469/1021/55365/64783/7494/3692/6688/6603/8368/6602/864/1435/3304/8360/22985/28959/5591/3965/7040/3665/3313/60/54623/2302/10272/4211/3297,0.477270815362862
GO:0051054,positive regulation of DNA metabolic process,173,0.401019815786283,1.53316958916042,0.00075463503945927,0.0106151995550604,0.00570603640086595,1985,"tags=30%, list=20%, signal=24%",7422/86/1663/5982/3014/9212/4609/11232/2521/8110/7465/9274/1017/581/10926/2305/1660/81620/4798/4751/6599/6605/55257/26277/6598/80314/29117/144455/78996/6603/6602/57332/5984/55063/8089/11177/5983/5591/7040/60/5371/672/63922/983/6502/2247/92345/10635/908/25865/79915/993,0.477270815362862
GO:0043691,reverse cholesterol transport,11,0.698621989786719,1.53188080751804,0.0327442121298769,0.137083903956429,0.0736873331387641,1242,"tags=45%, list=13%, signal=40%",9388/3931/348/19/949,0.321775918075361
GO:0048872,homeostasis of number of cells,109,0.428880745681533,1.53172733169035,0.00847788956543279,0.057891090560075,0.0311184606853805,1622,"tags=28%, list=17%, signal=23%",7846/7422/2149/6223/677/301/23306/6662/6774/10758/3148/6510/64332/10467/8772/5518/2034/3162/121260/80279/23186/5469/1021/4522/6688/9898/3304/22985/5591/3965,0.380730400722792
GO:0035082,axoneme assembly,42,-0.573550513598846,-1.53151495797856,0.0163717208240366,0.0862487712610408,0.0463616935124739,2114,"tags=31%, list=22%, signal=24%",91978/401024/80217/84217/145788/25981/115948/56171/84071/123872/85452/23116/23639,0.352487857583619
GO:0009260,ribonucleotide biosynthetic process,108,-0.493203537619874,-1.5309462976284,0.00365501085809795,0.0312817997148652,0.0168150477936637,2110,"tags=39%, list=22%, signal=31%",4729/4722/4723/159/29922/134145/9061/5071/521/93974/513/6391/115/509/26289/221264/84833/108/5604/4715/139596/498/10632/55967/4711/226/9060/4725/4698/347736/2977/374291/527/4706/2983/55312/65018/4714/516/4719/9556/107,0.431707695803346
GO:0032613,interleukin-10 production,25,0.563103075708117,1.5304634407352,0.0416307530191123,0.162819071122015,0.0875208743611896,2872,"tags=64%, list=30%, signal=45%",28951/54209/6774/2150/7057/54502/3965/5336/7305/3569/28514/3572/3718/5885/55765/11006,0.321775918075361
GO:0032653,regulation of interleukin-10 production,25,0.563103075708117,1.5304634407352,0.0416307530191123,0.162819071122015,0.0875208743611896,2872,"tags=64%, list=30%, signal=45%",28951/54209/6774/2150/7057/54502/3965/5336/7305/3569/28514/3572/3718/5885/55765/11006,0.321775918075361
GO:0090314,positive regulation of protein targeting to membrane,13,-0.721545853515845,-1.53026738130955,0.0435483870967742,0.166305877240644,0.0893951530812893,1739,"tags=54%, list=18%, signal=44%",288/9270/3208/23255/11261/9847/5058,0.276500599254472
GO:0030217,T cell differentiation,125,0.427848514220672,1.52998433946182,0.000786666007663341,0.0109201662905898,0.0058699665545063,1311,"tags=22%, list=14%, signal=20%",86/3955/678/677/3956/301/5914/4192/6774/10758/865/11221/64332/84695/8772/6599/26022/6605/2175/6598/29117/6046/7494/9021/6688/6603/6602/864,0.477270815362862
GO:0044773,mitotic DNA damage checkpoint signaling,48,0.495058425173751,1.52945284053351,0.0139701927554043,0.0780850508977562,0.0419734118492069,1938,"tags=40%, list=20%, signal=32%",7157/641/595/1017/55159/4582/10926/163859/63967/5347/80279/51499/51343/5591/2177/146956/672/983/65975,0.380730400722792
GO:0060382,regulation of DNA strand elongation,12,0.671375393237758,1.52933200037102,0.0468745944163372,0.172609763033982,0.0927837094260958,631,"tags=17%, list=7%, signal=16%",86/4798,0.321775918075361
GO:0045023,G0 to G1 transition,29,0.549670144778419,1.52921396879088,0.020335937043644,0.100593747315198,0.0540726136049324,2201,"tags=55%, list=23%, signal=43%",86/8110/9274/6599/6605/6598/29117/6240/6603/6602/1030/60/6604/8289/1018/1111,0.352487857583619
